COUNTRY,MA_ID,NAME,LON,LAT,DESIG,LEGAL,DESIG_TYPE,DOMAIN,STATUS,DATE_ESTAB,AREA_R_HA,MARIE_R_H,MGT_PLAN,IUCN_CAT,INTL_CONV,STATE_PROV,ZONES,NO_TAKE,NO_TK_R_HA,MGT_MODEL,MGT_EFF,SOURCE,NOTES,CONSENT,CTMPAS_CAT,VALIDATED,VALIDATED_BY,VALIDATED_ON,HAS_POLY
"Philippines","4024300","Bacawan Reef Fish Sanctuary","121.56250000","13.12222200","Fish Sanctuary - Local","","Local","Marine","Designated","2006-01-01",23.00,0.00,"Yes","Unknown","No","Oriental Mindoro","Unknown","All",23.00,"MEAT","Strenghtened","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4024200","Laiya Ibabao Marine Protected Area","121.39433300","13.67505600","Marine Protected Area - Local","","Local","Marine","Designated","2006-01-01",62.30,0.00,"Unknown","Unknown","No","Batangas","Unknown","Unknown",0.00,"Unknown","Unknown","CCEF","","Yes","Category 1","False","","","True"
"Philippines","4024100","Puntor Calubcub I Marine Sanctuary","121.43980600","13.76763900","Marine Sanctuary - Local","","Local","Marine","Designated","2006-01-01",83.60,0.00,"Drafted","Unknown","No","Batangas","Unknown","All",83.60,"MEAT","Established","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4024000","Imelda Marine Protected Area","121.46794400","13.69194400","Marine Protected Area - Local","","Local","Marine","Designated","2006-01-01",91.00,0.00,"Drafted","II","No","Batangas","Unknown","Unknown",0.00,"MEAT","Established","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4023900","Bacungan Fish Sanctuary","121.75833300","13.88818300","Fish Sanctuary - Local","","Local","Marine","Designated","2002-01-01",20.00,0.00,"Unknown","Unknown","No","Quezon","Unknown","All",20.00,"MEAT","Established","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4023800","Ticalan Marine Protected Area","121.44720000","13.78373900","Marine Protected Area - Local","","Local","Marine","Designated","2006-01-01",69.10,0.00,"Drafted","Unknown","No","Batangas","Unknown","Unknown",0.00,"MEAT","Established","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating. The location of this boundaries are probably incorrect (3/3/2013)","Yes","Category 1","False","","","True"
"Philippines","4023700","Catmon Marine Protected Area","121.46083300","13.80561100","Marine Protected Area - Local","","Local","Marine","Designated","2006-01-01",58.00,0.00,"Drafted","Unknown","No","Batangas","Unknown","Unknown",0.00,"MEAT","Established","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4023600","Manyukos Island Marine Sanctuary","118.81090000","10.09700000","Marine Sanctuary - Local","","Local","Marine","Designated","2003-01-01",232.49,0.00,"Unknown","VI","No","Palawan","Unknown","All",232.49,"Unknown","Unknown","CCEF","","Yes","Category 1","False","","","True"
"Philippines","4023500","Awaan Marine Reserve","123.14766900","9.87011100","Marine Reserve - Local","","Local","Marine","Designated","2002-01-01",15.54,0.00,"Unknown","VI","No","Negros Oriental","Unknown","Unknown",0.00,"Unknown","Unknown","CCEF","","Yes","Category 1","False","","","True"
"Philippines","4023400","Anibong Marine Reserve","123.14180000","9.83471100","Marine Reserve - Local","","Local","Marine","Designated","2002-01-01",7.14,0.00,"Unknown","VI","No","Negros Oriental","Unknown","Unknown",0.00,"Unknown","Unknown","CCEF","","Yes","Category 1","False","","","True"
"Philippines","4023300","Calag-calag Marine Reserve","123.14586100","9.81763900","Marine Reserve - Local","","Local","Marine","Designated","2002-01-01",15.29,0.00,"Unknown","VI","No","Negros Oriental","Unknown","Unknown",0.00,"Unknown","Unknown","CCEF","","Yes","Category 1","False","","","True"
"Philippines","4023200","Bacon Marine Reserve","124.01333300","13.07083300","Marine Reserve - Local","","Local","Marine","Designated","1999-01-01",48.00,0.00,"Unknown","VI","No","Sorsogon","Unknown","Unknown",0.00,"Unknown","Unknown","CCEF","","Yes","Category 1","False","","","True"
"Philippines","4023100","Hundred Island National Park","120.02500000","16.21666700","National Park - NIPAS","Proclamation No 667, and Republic Act 7586 otherwise known as ôNIPAS Act of 1992ö","National","Marine","Designated","1940-01-01",1676.30,0.00,"Unknown","II","No","Pangasinan","No","Unknown",0.00,"MEAT","Established","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4023000","Pagkilatan Fishery Reserve","121.05093300","13.63500000","Fishery Reserve - Local","","Local","Marine","Designated","2005-01-01",1.80,0.00,"Unknown","Unknown","No","Batangas","Unknown","Unknown",0.00,"MEAT","Established","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4022800","Cabungan Fish Sanctuary","120.01066700","16.34927800","Fish Sanctuary - Local","","Local","Marine","Designated","2002-01-01",10.00,0.00,"Unknown","VI","No","Pangasinan","Unknown","All",10.00,"Unknown","Unknown","CCEF","","Yes","Category 1","False","","","True"
"Philippines","4022700","Nalayag Point Fishery Refuge and Sanctuary","121.04416700","13.55638900","Fishery Refuge and Sanctuary - Local","","Local","Marine","Designated","2002-01-01",18.79,0.00,"Unknown","VI","No","Batangas","Unknown","All",18.79,"MEAT","Strenghtened","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4022600","Pulong Bato Fishery Refuge and Sanctuary","121.10194400","13.53361100","Fishery Refuge and Sanctuary - Local","","Local","Marine","Designated","2002-01-01",15.30,0.00,"Unknown","VI","No","Batangas","Unknown","All",15.30,"MEAT","Strenghtened","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4022500","Twin Rocks Fish Sanctuary","120.88721700","13.69273300","Fish Sanctuary - Local","","Local","Marine","Designated","1991-01-01",15.00,0.00,"Yes","VI","No","Batangas","Unknown","All",15.00,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4022400","Tubbataha Reef National Park","119.91055400","8.89963000","National Park - NIPAS","Proc 306 (1998), Proc 1126 (2006), RA 10067 (2010)","National","Marine","Designated","1988-01-01",97030.00,0.00,"Unknown","Unknown","UNESCO-MAB Biosphere Reserve (1990), Ramsar Site (1999), World Heritage Site (1993)","Palawan","No","Unknown",0.00,"Unknown","Unknown","CCEF","","Yes","Category 4","False","","","True"
"Philippines","4022300","San Salvador Marine Sanctuary and Reservation Area","119.90361100","15.53000000","Marine Sanctuary and Reservation Area","","Local","Marine","Designated","1989-01-01",127.00,0.00,"Yes","VI","No","Zambales","Unknown","All",127.00,"MEAT","Strenghtened","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4022200","San Jose Marine Reserve","123.22688900","10.01277800","Marine Reserve - Local","","Local","Marine","Designated","1995-01-01",10.00,0.00,"Drafted","Unknown","No","Negros Oriental","Unknown","Unknown",0.00,"Unknown","Unknown","CCEF","","Yes","Category 1","False","","","True"
"Philippines","4022100","Arthur's Rock Fish Sanctuary","120.87405000","13.70695700","Fish Sanctuary - Local","","Local","Marine","Designated","1991-01-01",17.90,0.00,"Yes","VI","No","Batangas","Unknown","All",17.90,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4022000","Nahawan Seagrass Sanctuary","124.03375000","9.98161300","Seagrass Sanctuary - Local","Mun. Ord. No. 08 Series 2002","Local","Marine","Designated","2002-01-01",15.83,0.00,"Yes","VI","No","Bohol","Unknown","All",15.83,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4021900","Masigpit Island Marine Sanctuary","124.00472200","9.99472200","Marine Sanctuary - Local","","Local","Marine","Designated","2002-01-01",23.61,0.00,"Yes","Unknown","No","Bohol","Unknown","All",23.61,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4021800","Bonbon Seagrass Sanctuary","124.01333300","9.97250000","Seagrass Sanctuary - Local","","Local","Marine","Designated","2002-01-01",9.45,0.00,"Yes","VI","No","Bohol","Unknown","All",9.45,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4021700","Gasan Community Marine Reserve","121.87041700","13.25266000","Marine Reserve - Local","","Local","Marine","Designated","1997-01-01",1821.75,0.00,"Unknown","VI","No","Marinduque","Unknown","Unknown",0.00,"Unknown","Unknown","CCEF","","Yes","Category 1","False","","","True"
"Philippines","4021600","Albaguen Island Fish Sanctuary","119.13695300","10.49727500","Fish Sanctuary - Local","","Local","Marine","Designated","1997-01-01",5.00,0.00,"Unknown","Unknown","No","Palawan","Unknown","All",5.00,"Unknown","Unknown","CCEF","","Yes","Category 1","False","","","True"
"Philippines","4021500","Binokbok Dive & Trek Fish Sanctuary","120.91128300","13.80318900","Fish Sanctuary - Local","","Local","Marine","Designated","1995-01-01",0.00,0.00,"Unknown","Unknown","No","Batangas","Unknown","All",0.00,"Unknown","Unknown","CCEF","","Yes","Category 1","False","","","True"
"Philippines","4021400","Cathedral Rock Fish Sanctuary","120.87275000","13.72610000","Fish Sanctuary - Local","","Local","Marine","Designated","1991-01-01",15.39,0.00,"Yes","VI","No","Batangas","Unknown","All",15.39,"MEAT","Strenghtened","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4021300","Carot Fish Sanctuary","119.99250000","16.37783300","Fish Sanctuary - Local","","Local","Marine","Designated","1999-01-01",13.30,0.00,"Unknown","VI","No","Pangasinan","Unknown","All",13.30,"Unknown","Unknown","CCEF","","Yes","Category 1","False","","","True"
"Philippines","4021200","Biri Larosa Protected Landscape and Seascape","124.29583300","12.55833300","Protected Landscape and Seascape - NIPAS","Proclamation No 291, and Republic Act 7586 otherwise known as ôNIPAS Act of 1992ö","National","Marine-Terrestrial","Designated","2000-04-23",33492.00,0.00,"Unknown","V","No","Northern Samar","No","Unknown",0.00,"Unknown","Unknown","CCEF","","Yes","Category 1","False","","","True"
"Philippines","4021100","Batalang-Bato Fish Sanctuary","120.89397200","13.65938900","Fish Sanctuary - Local","","Local","Marine","Designated","2002-01-01",2.50,0.00,"Yes","VI","No","Batangas","Unknown","All",2.50,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4021000","Bilang-bilangan East Marine Sanctuary","124.46388900","10.23897200","Marine Sanctuary - Local","Mun. Ord. No. 02 Series 2002","Local","Marine","Designated","2005-01-01",44.80,0.00,"Yes","VI","No","Bohol","Unknown","All",44.80,"Unknown","Unknown","CCEF","","Yes","Category 1","False","","","True"
"Philippines","4020900","Bilang-bilangan Marine Sanctuary","123.88691700","9.99162400","Marine Sanctuary - Local","Brgy. Ord. No.1 Series 1999;
Mun. Ord. No. 1 Series 1999","Local","Marine","Designated","1999-01-01",10.50,0.00,"Yes","VI","No","Bohol","Unknown","All",10.50,"MEAT","Established","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4020800","Hayaan, Inanuran and Budlaan Marine Sanctuary","123.91675000","9.95953200","Marine Sanctuary - Local","Municipal Resolution 99-101 Series 1999, Tubigon CRM Code 2000-07-167","Local","Marine","Designated","1999-01-01",200.00,0.00,"Yes","VI","No","Bohol","Unknown","All",200.00,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4020700","Hingotanan East Fish Sanctuary","124.49300000","10.23822200","Fish Sanctuary - Local","Mun. Ord. No. 02 Series 2002","Local","Marine","Designated","2002-01-01",21.70,0.00,"Yes","Unknown","No","Bohol","Unknown","All",21.70,"MEAT","Established","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4020600","Jagoliao Marine Refuge and Sanctuary","124.15673300","10.21146700","Marine Refuge and Sanctuary- Local","Mun. Ord. No. 08 Series 2002; Mun. Ord. No. 11 Series 2004; Mun. Ord. No.08 Series 2003","Local","Marine","Designated","1998-01-01",16.00,0.00,"Unknown","VI","No","Bohol","Unknown","All",16.00,"Unknown","Unknown","CCEF","","Yes","Category 1","False","","","True"
"Philippines","4020500","Asinan Reef Fish Sanctuary","124.10750000","10.10611100","Fish Sanctuary - Local","Mun. Ord. No. C-004 Series 2002","Local","Marine","Designated","2002-01-01",55.00,0.00,"Yes","VI","No","Bohol","Unknown","All",55.00,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4020400","Sta. Cruz Seagrass Sanctuary","123.86379200","9.90551100","Seagrass Sanctuary - Local","Mun. Ord. No. 7 Series 2003","Local","Marine","Designated","2002-01-01",67.72,0.00,"Drafted","VI","No","Bohol","Unknown","All",67.72,"MEAT","Strenghtened","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4020300","Magtongtong Fish Sanctuary","123.81571700","9.91088100","Fish Sanctuary - Local","Prov.Res. No.  497 Series 1996; Mun. Ord. No.15 Series 2003; R.A. 7586","Local","Marine","Designated","1996-01-01",32.85,0.00,"Unknown","VI","No","Bohol","Unknown","All",32.85,"Unknown","Unknown","CCEF","","Yes","Category 1","False","","","True"
"Philippines","4020200","Mantatao Marine Sanctuary","123.84947800","9.93614400","Marine Sanctuary - Local","Brgy. Ord., Mun. Ord. No.13 Series 2003","Local","Marine","Designated","2003-01-01",31.69,0.00,"Yes","VI","No","Bohol","Unknown","All",31.69,"MEAT","Established","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4020100","San Isidro Marine Sanctuary","123.87535600","9.93531100","Marine Sanctuary - Local","","Local","Marine","Designated","2003-01-01",51.56,0.00,"Drafted","VI","No","Bohol","Unknown","All",51.56,"MEAT","Strenghtened","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4020000","Lawis Marine Sanctuary","123.84891700","9.90804200","Marine Sanctuary - Local","Mun. Ord. No. 08 Series","Local","Marine","Designated","2003-01-01",17.55,0.00,"Yes","VI","No","Bohol","Unknown","All",17.55,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4019900","Madangog Fish Sanctuary","123.80738300","9.90433100","Fish Sanctuary - Local","Mun. Ord. No. 10 Series 2003","Local","Marine","Designated","2003-01-01",10.45,0.00,"Unknown","VI","No","Bohol","Unknown","All",10.45,"Unknown","Unknown","CCEF","","Yes","Category 1","False","","","True"
"Philippines","4019800","Talisay Fish Sanctuary","123.83429400","9.90691600","Fish Sanctuary - Local","Mun. Ord. No. 09 Series 2003","Local","Marine","Designated","2003-01-01",17.45,0.00,"Yes","VI","No","Bohol","Unknown","All",17.45,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4019700","Liboron Seagrass Sanctuary","123.85199200","9.89245800","Seagrass Sanctuary - Local","Mun. Ord. No. 11 Series 2003","Local","Marine","Designated","1996-01-01",22.20,0.00,"Yes","VI","No","Bohol","Unknown","All",22.20,"MEAT","Established","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4019600","Cagawasan Seagrass Sanctuary","124.04247200","10.00000000","Seagrass Sanctuary - Local","Mun. Ord. No. 00-21 Series 2000","Local","Marine","Designated","2000-01-01",21.00,0.00,"Yes","VI","No","Bohol","Unknown","All",21.00,"MEAT","Strenghtened","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4019500","Sto. Ni±o (Inabanga) Seagrass Sanctuary","124.06536100","10.07605600","Seagrass Sanctuary - Local","Mun. Ord. No. 21 Series 2000","Local","Marine","Designated","2000-01-01",10.00,0.00,"Yes","VI","No","Bohol","Unknown","All",10.00,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4019400","Lawis Seagrass Sanctuary","123.84827000","9.90695000","Seagrass Sanctuary - Local","Mun. Ord.(specific number not obtained)","Local","Marine","Designated","2000-01-01",10.00,0.00,"Yes","VI","No","Bohol","Unknown","All",10.00,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4019300","Jandayan Norte Marine Sanctuary","124.16515000","10.17321700","Marine Sanctuary - Local","Brgy. Res. No. 18 Series 2002; Mun. Ord. No. 08 Series 2002","Local","Marine","Designated","2002-01-01",25.21,0.00,"Yes","VI","No","Bohol","Unknown","All",25.21,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4019200","Pantudlan Fish Sanctuary","123.75944400","9.88166700","Fish Sanctuary - Local","Mun. Ord. No. 005 Series 1999","Local","Marine","Designated","1999-01-01",10.00,0.00,"Yes","VI","No","Bohol","Unknown","All",10.00,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4019100","Lomboy-Kahayag Fish Sanctuary","123.82787100","9.88604700","Fish Sanctuary - Local","Mun. Ord. No. 14 Series 2003; Mun. Ord. No. 11 Series 1995 amended 2001; R.A. 7686","Local","Marine","Designated","1995-01-01",43.28,0.00,"Yes","VI","No","Bohol","Unknown","All",43.28,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4019000","Lajog Marine Sanctuary","124.00625000","9.97405600","Marine Sanctuary - Local","Mun. Ord. No. 8 Series 2002","Local","Marine","Designated","1999-01-01",11.96,0.00,"Yes","VI","No","Bohol","Unknown","All",11.96,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4018900","Caticugan Fish Sanctuary","123.48910000","9.21883300","Fish Sanctuary - Local","","Local","Marine","Designated","2003-01-01",13.51,0.00,"Yes","VI","No","Siquijor","Unknown","All",13.51,"MEAT","Strenghtened","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4018800","Cabacongan Fish Sanctuary","123.77105000","9.86073300","Fish Sanctuary - Local","Mun. Ord No. 7 Series 1997; Mun. Ord. No. 02-007 Series 2002","Local","Marine","Designated","1997-01-01",11.80,0.00,"Yes","VI","No","Bohol","Unknown","All",11.80,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4018700","Batasan Marine Sanctuary","123.97932000","10.01110900","Marine Sanctuary - Local","Mun. Ord. No. 2000-07-167 ; brgy Ord. No.1 Series 1999; Mun. Ord. No. 97-99","Local","Marine","Designated","1999-01-01",21.00,0.00,"Yes","VI","No","Bohol","Unknown","All",21.00,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4018600","Handumon (Liba-ong) Marine Sanctuary","124.18015900","10.17720500","Marine Sanctuary - Local","Mun. Ord. No. 04 Series 1998; brgy.Res. 07 Series 1995; Mun. Ord. 15 Series 1995","Local","Marine","Designated","1998-01-01",50.00,0.00,"Yes","VI","No","Bohol","Unknown","All",50.00,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4018500","Nalusuan Marine Sanctuary","123.99565000","10.18623100","Marine Sanctuary - Local","","Local","Marine","Designated","2002-01-01",83.00,0.00,"Yes","VI","No","Cebu","Unknown","All",83.00,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4018400","Pilar Municipal  Park Marine Park","124.57100000","10.79700000","Marine Park - Local","","Local","Marine","Designated","2005-01-01",179.20,0.00,"Yes","Unknown","No","Cebu","Unknown","Unknown",0.00,"MEAT","Strenghtened","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4018300","Bilasonon og Bitaong Marine Sanctuary","124.74994400","10.51991700","Marine Sanctuary - Local","","Local","Marine","Designated","1996-01-01",21.50,0.00,"Unknown","Unknown","No","Southern Leyte","Unknown","All",21.50,"Unknown","Unknown","CCEF","","Yes","Category 1","False","","","True"
"Philippines","4018200","Kabac Marine Sanctuary","123.69388900","11.24750000","Marine Sanctuary - Local","","Local","Marine","Designated","2006-01-01",20.48,0.00,"Yes","Unknown","No","Cebu","Unknown","All",20.48,"MEAT","Strenghtened","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4018100","Siocon Marine Sanctuary","124.04176100","11.02896400","Marine Sanctuary - Local","","Local","Marine","Designated","2003-01-01",12.60,0.00,"Yes","Unknown","No","Cebu","Unknown","All",12.60,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4018000","Maslog Marine Sanctuary","124.03291700","10.92816700","Marine Sanctuary - Local","","Local","Marine","Designated","2004-01-01",8.00,0.00,"Yes","VI","No","Cebu","Unknown","All",8.00,"MEAT","Strenghtened","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4017900","Alang-alang Marine Sanctuary","124.03252800","10.92716700","Marine Sanctuary - Local","","Local","Marine","Designated","2004-01-01",10.00,0.00,"Yes","VI","No","Cebu","Unknown","All",10.00,"MEAT","Strenghtened","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4017800","Poblacion (Liloan Municipality) Marine Sanctuary","124.00451800","10.40432300","Marine Sanctuary - Local","","Local","Marine","Designated","2000-01-01",16.81,0.00,"Yes","VI","No","Cebu","Unknown","All",16.81,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4017700","Catarman Marine Sanctuary","124.00826700","10.39562200","Marine Sanctuary - Local","Municipal Ordinance no 01-2000","Local","Marine","Designated","2000-01-01",4.74,0.00,"Yes","VI","No","Cebu","Unknown","All",4.74,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4017600","Baod Marine Sanctuary","123.69462400","11.20455600","Marine Sanctuary - Local","","Local","Marine","Designated","2002-01-01",20.48,0.00,"Yes","Unknown","No","Cebu","Unknown","All",20.48,"Unknown","Unknown","CCEF","","Yes","Category 1","False","","","True"
"Philippines","4017500","Patao Marine Sanctuary","123.67527800","11.22933300","Marine Sanctuary - Local","","Local","Marine","Designated","1999-01-01",10.00,0.00,"Yes","VI","No","Cebu","Unknown","All",10.00,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4017400","Sulangan Marine Sanctuary","123.70652800","11.11057000","Marine Sanctuary - Local","","Local","Marine","Designated","1999-01-01",20.00,0.00,"Yes","VI","No","Cebu","Unknown","All",20.00,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4017300","Botigues Marine Sanctuary","123.68107000","11.10373300","Marine Sanctuary - Local","","Local","Marine","Designated","1999-01-01",5.00,0.00,"Unknown","VI","No","Cebu","Unknown","All",5.00,"Unknown","Unknown","CCEF","","Yes","Category 1","False","","","True"
"Philippines","4017200","Luyong-baybay Marine Sanctuary","123.63958300","11.06666700","Marine Sanctuary - Local","","Local","Marine","Designated","1999-01-01",10.00,0.00,"Unknown","VI","No","Cebu","Unknown","All",10.00,"MEAT","Established","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4017100","Doong Marine Sanctuary","123.62783600","11.07787400","Marine Sanctuary - Local","","Local","Marine","Designated","1999-01-01",10.00,0.00,"Yes","VI","No","Cebu","Unknown","All",10.00,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4017000","Antipolo Marine Reserve","123.76219400","10.66752800","Marine Reserve - Local","","Local","Marine","Designated","2001-01-01",12.93,0.00,"Yes","VI","No","Cebu","Unknown","Unknown",0.00,"MEAT","Established","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4016900","Sta. Filomena (Sta. Fe) Marine Sanctuary","123.97108100","9.59927000","Marine Sanctuary - Local","Mun. Ord. No. 05 Series 2002; Mun. Ord. No. 6 Series 2001","Local","Marine","Designated","2001-01-01",11.00,0.00,"Yes","VI","No","Bohol","Unknown","All",11.00,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4016800","Poblacion (Panglao Municipality) Marine Protected Area","123.72327600","9.56542300","Marine Protected Area - Local","","Local","Marine","Designated","2005-01-01",10.32,0.00,"Yes","Unknown","No","Bohol","Unknown","Unknown",0.00,"Unknown","Unknown","CCEF","","Yes","Category 1","False","","","True"
"Philippines","4016700","Tandayag Marine Reserve","123.23793100","9.45156400","Marine Reserve - Local","","Local","Marine","Designated","1996-01-01",6.58,0.00,"Yes","VI","No","Negros Oriental","Unknown","Unknown",0.00,"Unknown","Unknown","CCEF","","Yes","Category 1","False","","","True"
"Philippines","4016600","Cangmating Marine Reserve","123.29968300","9.35521700","Marine Reserve - Local","","Local","Marine","Designated","1997-01-01",6.00,0.00,"Yes","Unknown","No","Negros Oriental","Unknown","Unknown",0.00,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4016500","Banilad Marine Protected Area","123.30377800","9.28483300","Marine Protected Area - Local","","Local","Marine","Designated","2001-01-01",75.56,0.00,"Yes","Unknown","No","Negros Oriental","Unknown","Unknown",0.00,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4016400","Buntis Marine Sanctuary","123.29502800","9.24113900","Marine Sanctuary - Local","","Local","Marine","Designated","2000-01-01",6.00,0.00,"Unknown","VI","No","Negros Oriental","Unknown","All",6.00,"MEAT","Established","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating","Yes","Category 1","False","","","True"
"Philippines","4016300","Apo Island Protected Landscape and Seascape","123.27015000","9.07605000","Protected Landscape and Seascape - NIPAS","Proclamation No 438, and Republic Act 7586 otherwise known as ôNIPAS Act of 1992ö","National","Marine-Terrestrial","Designated","1994-08-09",691.45,0.00,"Unknown","V","No","Negros Oriental","No","Unknown",0.00,"MEAT","Sustained","CCEF","Management effectiveness ratring by CCEF- adapted to MEAT rating, Polygon created by CT ATlas (11/2012) by using the tie points in Proclamation 438 (PAWB).","Yes","Category 1","False","","","True"
